Frequency(Hz);Return Loss(dB);Phase(deg);Rs;SWR;Xs;|Z|;Theta
2351646528;-2,87;-75,83;20,7;6,12;-59,8;63,3;-70,9
2354607040;-2,86;-79,50;19,2;6,12;-56,3;59,5;-71,1
2357567552;-2,80;-83,20;17,6;6,25;-53,1;56,0;-71,7
2360528064;-2,82;-86,72;16,6;6,20;-50,1;52,8;-71,7
2363488576;-2,78;-90,21;15,4;6,31;-47,4;49,8;-72,0
2366449088;-2,78;-93,65;14,6;6,31;-44,7;47,1;-71,9
2369409600;-2,72;-96,97;13,6;6,45;-42,4;44,5;-72,2
2372370112;-2,76;-100,50;13,1;6,35;-39,9;42,0;-71,8
2375330624;-2,78;-103,86;12,6;6,31;-37,6;39,7;-71,5
2378291136;-2,79;-107,10;12,1;6,28;-35,5;37,5;-71,1
2381251648;-2,79;-110,58;11,6;6,29;-33,4;35,3;-70,8
2384212160;-2,82;-113,78;11,3;6,21;-31,4;33,4;-70,1
2387172672;-2,86;-117,19;11,1;6,12;-29,4;31,4;-69,3
2390133184;-2,83;-120,67;10,6;6,18;-27,5;29,5;-68,9
2393093696;-2,93;-124,12;10,6;5,99;-25,6;27,7;-67,5
2396054208;-2,93;-127,44;10,3;5,98;-23,8;26,0;-66,6
2399014720;-3,00;-130,75;10,3;5,86;-22,1;24,4;-65,1
2401975232;-3,00;-134,46;10,0;5,85;-20,3;22,6;-63,7
2404935744;-3,02;-137,79;9,8;5,81;-18,6;21,1;-62,2
2407896256;-3,09;-141,22;9,8;5,69;-17,0;19,6;-59,9
2410856768;-3,13;-144,56;9,8;5,62;-15,4;18,3;-57,6
2413817280;-3,12;-148,03;9,6;5,63;-13,8;16,8;-55,3
2416777792;-3,18;-151,35;9,6;5,53;-12,3;15,6;-52,0
2419738304;-3,19;-154,75;9,5;5,51;-10,8;14,4;-48,7
2422698816;-3,21;-158,05;9,5;5,47;-9,4;13,3;-44,7
2425659328;-3,22;-161,28;9,4;5,45;-8,0;12,3;-40,2
2428619840;-3,22;-164,39;9,3;5,45;-6,6;11,4;-35,3
2431580352;-3,29;-167,36;9,5;5,35;-5,3;10,9;-29,4
2434540864;-3,28;-170,57;9,4;5,35;-4,0;10,2;-22,9
2437501376;-3,27;-173,84;9,3;5,37;-2,6;9,7;-15,5
2440461888;-3,25;-176,93;9,3;5,40;-1,3;9,4;-8,0
2443422400;-3,27;-180,00;9,3;5,37;-0,0;9,3;-0,0
2446382912;-3,28;177,15;9,3;5,36;1,2;9,4;7,3
2449343424;-3,29;174,33;9,4;5,35;2,4;9,7;14,3
2452303936;-3,30;171,48;9,4;5,33;3,6;10,1;20,9
2455264448;-3,32;168,77;9,5;5,30;4,7;10,6;26,4
2458224960;-3,33;165,86;9,6;5,28;6,0;11,3;31,9
2461185472;-3,36;163,16;9,8;5,24;7,1;12,1;36,2
2464145984;-3,40;160,57;9,9;5,18;8,2;12,9;39,7
2467106496;-3,40;157,83;10,0;5,17;9,4;13,8;43,2
2470067008;-3,45;155,20;10,3;5,10;10,6;14,7;45,8
2473027520;-3,49;152,42;10,5;5,04;11,8;15,8;48,3
2475988032;-3,53;149,88;10,7;4,99;12,9;16,7;50,2
2478948544;-3,55;146,94;10,9;4,96;14,2;17,9;52,4
2481909056;-3,62;144,31;11,3;4,87;15,4;19,1;53,7
2484869568;-3,65;141,51;11,6;4,83;16,6;20,2;55,2
2487830080;-3,71;138,92;11,9;4,76;17,8;21,4;56,2
2490790592;-3,76;136,18;12,3;4,69;19,1;22,7;57,2
2493751104;-3,80;133,44;12,6;4,65;20,3;23,9;58,1
2496711616;-3,82;130,68;13,0;4,62;21,7;25,3;59,1
2499672128;-3,84;127,84;13,3;4,60;23,1;26,6;60,0
2502632640;-3,88;125,06;13,8;4,55;24,4;28,0;60,6
2505593152;-3,89;122,34;14,1;4,54;25,8;29,4;61,3
2508553664;-3,91;119,60;14,6;4,51;27,2;30,9;61,8
2511514176;-3,92;116,77;15,0;4,51;28,7;32,4;62,4
2514474688;-3,93;114,06;15,5;4,49;30,2;33,9;62,8
2517435200;-3,92;111,33;15,9;4,51;31,7;35,5;63,4
2520395712;-3,92;108,69;16,4;4,51;33,3;37,1;63,8
2523356224;-3,91;106,03;16,9;4,52;34,8;38,7;64,2
2526316736;-3,91;103,47;17,4;4,52;36,4;40,4;64,4
2529277248;-3,94;100,89;18,1;4,49;38,0;42,1;64,5
2532237760;-3,91;98,28;18,7;4,52;39,7;43,8;64,8
2535198272;-3,92;95,77;19,4;4,51;41,3;45,6;64,9
2538158784;-3,95;93,06;20,3;4,47;43,1;47,6;64,7
2541119296;-3,94;90,42;21,1;4,48;45,0;49,7;64,8
2544079808;-3,95;87,91;22,0;4,47;46,8;51,7;64,8
2547040320;-4,00;85,62;23,1;4,41;48,3;53,6;64,4
2550000832;-4,07;82,84;24,6;4,35;50,3;56,0;63,9
2552961344;-4,10;80,28;25,9;4,32;52,2;58,3;63,6
2555921856;-4,14;77,65;27,4;4,28;54,2;60,7;63,2
2558882368;-4,15;75,08;28,9;4,26;56,3;63,2;62,8
2561842880;-4,20;72,45;30,7;4,22;58,3;65,9;62,2
2564803392;-4,27;69,70;32,9;4,15;60,4;68,8;61,4
2567763904;-4,31;66,87;35,3;4,11;62,7;72,0;60,7
2570724416;-4,33;64,06;37,7;4,09;65,2;75,3;60,0
2573684928;-4,46;61,60;40,7;3,98;66,7;78,1;58,6
2576645440;-4,48;58,27;44,2;3,96;69,7;82,5;57,6
2579605952;-4,53;55,53;47,6;3,92;71,9;86,2;56,5
2582566464;-4,54;52,23;51,9;3,91;74,9;91,1;55,3
2585526976;-4,59;49,11;56,7;3,87;77,4;95,9;53,8
2588487488;-4,64;46,14;61,8;3,83;79,5;100,7;52,2
2591448000;-4,74;43,00;68,0;3,76;80,9;105,7;50,0
2594408512;-4,73;39,78;74,6;3,76;83,4;111,9;48,2
2597369024;-4,77;36,84;81,5;3,73;84,5;117,4;46,1
2600329536;-4,81;33,33;90,5;3,71;85,4;124,5;43,3
2603290048;-4,85;29,79;100,6;3,68;85,1;131,8;40,2
2606250560;-4,85;26,47;111,0;3,68;84,2;139,4;37,2
2609211072;-4,82;23,35;121,7;3,69;82,5;147,0;34,1
2612171584;-4,87;20,16;132,6;3,66;77,5;153,6;30,3
2615132096;-4,80;16,48;146,9;3,71;71,7;163,5;26,0
2618092608;-4,86;13,70;155,7;3,66;62,5;167,8;21,9
2621053120;-4,96;9,90;165,1;3,60;47,1;171,7;15,9
2624013632;-4,97;6,46;173,1;3,59;32,3;176,1;10,6
2626974144;-4,91;3,02;180,0;3,63;15,9;180,7;5,0
2629934656;-4,93;-0,47;180,8;3,62;-2,5;180,8;-0,8
2632895168;-4,95;-4,02;177,5;3,60;-20,7;178,7;-6,7
2635855680;-4,95;-7,69;171,1;3,61;-38,1;175,2;-12,6
2638816192;-4,94;-11,05;162,3;3,61;-51,8;170,4;-17,7
2641776704;-4,99;-14,83;149,4;3,57;-63,0;162,2;-22,9
2644737216;-4,99;-18,30;137,7;3,58;-71,3;155,1;-27,4
2647697728;-5,06;-22,37;123,3;3,53;-76,2;145,0;-31,7
2650658240;-5,06;-26,02;111,6;3,53;-79,5;137,1;-35,4
2653618752;-5,09;-29,74;100,5;3,51;-80,5;128,8;-38,7
2656579264;-5,12;-33,53;90,4;3,49;-80,0;120,7;-41,5
2659539776;-5,14;-37,78;80,4;3,48;-78,6;112,4;-44,3
2662500288;-5,19;-41,49;72,9;3,45;-76,2;105,5;-46,3
2665460800;-5,21;-45,72;65,3;3,43;-73,4;98,3;-48,3
2668421312;-5,15;-49,66;58,8;3,47;-71,4;92,6;-50,5
2671381824;-5,17;-54,36;52,6;3,46;-67,8;85,8;-52,2
2674342336;-5,18;-58,52;47,9;3,45;-64,5;80,3;-53,4
2677302848;-5,20;-62,92;43,5;3,44;-61,1;75,0;-54,5
2680263360;-5,19;-67,18;39,8;3,45;-57,9;70,2;-55,5
2683223872;-5,15;-71,78;36,2;3,47;-54,7;65,6;-56,5
2686184384;-5,14;-75,73;33,6;3,48;-51,9;61,8;-57,1
2689144896;-5,15;-79,82;31,3;3,47;-49,0;58,1;-57,4
2692105408;-5,12;-84,18;29,0;3,49;-46,2;54,5;-57,9
2695065920;-5,06;-88,40;26,9;3,53;-43,6;51,2;-58,4
2698026432;-5,03;-92,89;25,0;3,55;-40,8;47,9;-58,5
2700986944;-4,97;-96,74;23,5;3,59;-38,6;45,2;-58,7
2703947456;-4,89;-100,95;21,9;3,65;-36,3;42,4;-58,9
2706907968;-4,81;-104,81;20,6;3,71;-34,2;39,9;-59,0
2709868480;-4,76;-108,59;19,6;3,74;-32,2;37,7;-58,7
2712828992;-4,71;-112,36;18,6;3,78;-30,2;35,5;-58,4
2715789504;-4,67;-116,23;17,7;3,81;-28,2;33,3;-57,9
2718750016;-4,68;-120,25;17,1;3,80;-26,1;31,2;-56,8
2721710528;-4,64;-123,99;16,4;3,83;-24,3;29,3;-55,9
2724671040;-4,60;-127,36;15,9;3,86;-22,7;27,7;-55,1
2727631552;-4,58;-131,27;15,3;3,88;-20,9;25,9;-53,7
2730592064;-4,56;-134,79;14,9;3,89;-19,2;24,3;-52,2
2733552576;-4,59;-138,24;14,7;3,87;-17,6;22,9;-50,3
2736513088;-4,60;-141,92;14,4;3,86;-16,0;21,5;-48,0
2739473600;-4,60;-145,10;14,1;3,87;-14,6;20,3;-45,9
2742434112;-4,62;-148,88;13,9;3,85;-12,9;19,0;-42,8
2745394624;-4,63;-152,51;13,7;3,84;-11,4;17,8;-39,6
2748355136;-4,67;-155,85;13,7;3,81;-9,9;16,9;-36,0
2751315648;-4,66;-159,13;13,5;3,82;-8,6;16,0;-32,3
2754276160;-4,66;-162,73;13,4;3,82;-7,1;15,1;-27,8
2757236672;-4,67;-166,27;13,3;3,81;-5,6;14,4;-22,8
2760197184;-4,67;-169,61;13,2;3,81;-4,2;13,9;-17,7
2763157696;-4,69;-173,08;13,2;3,79;-2,8;13,5;-12,0
2766118208;-4,69;-176,36;13,2;3,79;-1,5;13,3;-6,4
2769078720;-4,72;-179,69;13,3;3,77;-0,1;13,3;-0,5
2772039232;-4,70;177,02;13,2;3,78;1,2;13,3;5,2
2774999744;-4,68;173,66;13,2;3,80;2,6;13,5;11,0
2777960256;-4,67;170,75;13,2;3,81;3,8;13,7;15,9
2780920768;-4,69;167,47;13,3;3,79;5,1;14,3;21,0
2783881280;-4,67;164,48;13,4;3,81;6,3;14,8;25,4
2786841792;-4,67;161,38;13,4;3,81;7,6;15,5;29,5
2789802304;-4,69;158,85;13,6;3,79;8,7;16,1;32,5
2792762816;-4,75;156,01;13,9;3,75;9,8;17,0;35,3
2795723328;-4,74;153,13;14,0;3,76;11,1;17,8;38,3
2798683840;-4,74;150,29;14,2;3,75;12,3;18,7;40,8
2801644352;-4,76;147,50;14,4;3,74;13,5;19,7;43,0
2804604864;-4,81;144,66;14,8;3,71;14,7;20,8;44,8
2807565376;-4,87;141,93;15,1;3,66;15,8;21,9;46,3
2810525888;-4,85;139,05;15,3;3,68;17,1;23,0;48,1
2813486400;-4,96;136,25;15,9;3,60;18,3;24,3;48,9
2816446912;-4,96;133,70;16,2;3,60;19,5;25,3;50,2
2819407424;-5,00;130,60;16,7;3,57;20,8;26,7;51,3
2822367936;-5,01;127,77;17,1;3,56;22,2;28,0;52,4
2825328448;-5,03;125,34;17,5;3,55;23,3;29,1;53,1
2828288960;-5,16;122,50;18,3;3,47;24,5;30,6;53,3
2831249472;-5,22;119,31;19,0;3,43;26,0;32,2;53,8
2834209984;-5,25;116,45;19,6;3,41;27,4;33,7;54,4
2837170496;-5,28;113,49;20,3;3,39;28,9;35,3;54,8
2840131008;-5,31;110,53;21,1;3,37;30,3;36,9;55,2
2843091520;-5,34;107,41;21,9;3,35;31,9;38,7;55,6
2846052032;-5,37;104,66;22,7;3,34;33,4;40,3;55,8
2849012544;-5,41;101,36;23,8;3,31;35,1;42,4;55,9
2851973056;-5,37;98,22;24,6;3,34;36,9;44,3;56,4
2854933568;-5,36;95,31;25,5;3,34;38,6;46,3;56,6
2857894080;-5,32;92,20;26,4;3,37;40,6;48,4;56,9
2860854592;-5,33;89,44;27,6;3,36;42,2;50,4;56,9
2863815104;-5,33;86,58;28,8;3,36;44,0;52,6;56,8
2866775616;-5,29;83,35;30,1;3,39;46,2;55,1;56,9
2869736128;-5,26;80,40;31,5;3,40;48,2;57,6;56,9
2872696640;-5,28;77,74;33,0;3,39;49,9;59,9;56,5
2875657152;-5,28;74,91;34,7;3,39;51,9;62,4;56,2
2878617664;-5,26;72,13;36,5;3,40;53,9;65,1;55,9
2881578176;-5,27;69,17;38,7;3,40;56,0;68,0;55,4
2884538688;-5,27;66,15;41,0;3,40;58,2;71,2;54,8
2887499200;-5,23;63,41;43,2;3,42;60,5;74,4;54,5
2890459712;-5,27;60,51;46,2;3,40;62,4;77,7;53,5
2893420224;-5,28;57,43;49,5;3,39;64,6;81,4;52,5
2896380736;-5,28;54,45;53,0;3,39;66,8;85,3;51,5
2899341248;-5,30;51,55;56,9;3,38;68,7;89,2;50,4
2902301760;-5,35;48,41;61,6;3,35;70,3;93,5;48,7
2905262272;-5,29;45,32;66,3;3,38;72,8;98,5;47,7
2908222784;-5,37;42,06;72,4;3,34;73,7;103,3;45,5
2911183296;-5,40;38,84;78,7;3,32;74,6;108,5;43,5
2914143808;-5,43;35,63;85,7;3,30;74,8;113,7;41,1
2917104320;-5,42;32,31;93,5;3,31;75,2;119,9;38,8
2920064832;-5,43;28,62;102,9;3,30;73,9;126,6;35,7
2923025344;-5,45;25,05;112,5;3,29;71,2;133,2;32,3
2925985856;-5,44;21,64;122,3;3,30;67,6;139,7;28,9
2928946368;-5,41;17,70;134,0;3,31;61,3;147,3;24,6
2931906880;-5,45;14,17;143,2;3,29;52,4;152,5;20,1
2934867392;-5,40;10,52;153,1;3,32;42,2;158,8;15,4
2937827904;-5,40;6,40;160,9;3,32;27,0;163,1;9,5
2940788416;-5,38;2,77;165,7;3,33;12,2;166,1;4,2
2943748928;-5,36;-4,08;164,9;3,34;-17,9;165,9;-6,2
2946709440;-5,32;-4,76;165,3;3,36;-21,1;166,6;-7,3
2949669952;-5,32;-8,56;159,2;3,37;-36,4;163,3;-12,9
2952630464;-5,21;-12,68;151,7;3,43;-52,3;160,5;-19,0
2955590976;-5,19;-16,19;141,8;3,45;-62,4;154,9;-23,8
2958551488;-5,14;-19,77;131,1;3,48;-70,7;148,9;-28,4
2961512000;-5,11;-23,68;118,7;3,50;-76,5;141,2;-32,8
2964472512;-4,99;-27,35;107,8;3,58;-81,7;135,3;-37,2
2967433024;-4,97;-31,30;96,2;3,59;-82,8;127,0;-40,7
2970393536;-4,92;-35,31;85,6;3,62;-82,9;119,2;-44,1
2973354048;-4,88;-39,25;76,3;3,65;-81,6;111,8;-46,9
2976314560;-4,86;-42,89;68,8;3,67;-79,5;105,1;-49,1
2979275072;-4,80;-46,66;61,8;3,71;-77,3;99,0;-51,4
2982235584;-4,81;-51,02;55,1;3,70;-73,6;91,9;-53,1
2985196096;-4,75;-54,81;49,8;3,74;-70,8;86,5;-54,9
2988156608;-4,73;-58,97;44,9;3,76;-67,3;80,9;-56,3
2991117120;-4,69;-62,90;40,8;3,80;-64,2;76,1;-57,5
2994077632;-4,71;-67,03;37,4;3,78;-60,5;71,2;-58,3
2997038144;-4,66;-70,98;34,3;3,81;-57,5;67,0;-59,2
2999998656;-4,68;-74,77;31,9;3,80;-54,5;63,1;-59,6
